cntry,ccnthum,ccrdprs,wrclmch,gndr,agea,eisced,impricha,ipeqopta,ipmodsta,impfuna,impenva
LT,I don't think climate change is happening,NA,NA,Female,61,Lower tertiary,A little like me,Somewhat like me,Like me,Somewhat like me,A little like me
LT,Mainly human,5,Not very worried,Female,41,Lower tertiary,Very much like me,Somewhat like me,Not like me,Like me,A little like me
LT,Natural processes,1,Not very worried,Female,NA,Lower upper sec,Not at all like me,Very much like me,Very much like me,A little like me,Very much like me
LT,Mainly natural,Not at all,Somewhat worried,Female,82,Lower secondary,Not at all like me,Not like me,Not at all like me,Like me,Like me
LT,Mainly natural,2,Somewhat worried,Male,60,Lower upper sec,Not like me,A little like me,A little like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,1,Not very worried,Female,62,Advanced voc,Like me,Like me,Like me,Like me,Like me
LT,Mainly natural,2,Not very worried,Male,79,Upper upper sec,Not like me,Very much like me,Somewhat like me,Not at all like me,Somewhat like me
LT,Equal natural and human,A lot,Very worried,Female,71,Lower tertiary,NA,Very much like me,Very much like me,A little like me,Very much like me
LT,Equal natural and human,A lot,Very worried,Female,62,Advanced voc,Not like me,Like me,Like me,Not like me,Like me
LT,NA,NA,NA,Male,54,Lower upper sec,Somewhat like me,A little like me,A little like me,A little like me,Not like me
LT,Natural processes,1,Not worried,Male,69,Advanced voc,Somewhat like me,Like me,Like me,Like me,Very much like me
LT,Equal natural and human,8,Somewhat worried,Male,31,Upper upper sec,A little like me,A little like me,A little like me,A little like me,Somewhat like me
LT,I don't think climate change is happening,NA,NA,Female,63,Advanced voc,A little like me,A little like me,Somewhat like me,Like me,Like me
LT,Natural processes,4,Not very worried,Male,NA,Other,Very much like me,A little like me,Not like me,A little like me,Somewhat like me
LT,Equal natural and human,7,Somewhat worried,Male,53,Other,Not like me,Somewhat like me,Somewhat like me,A little like me,Like me
LT,Equal natural and human,5,Not very worried,Male,44,Advanced voc,Very much like me,Very much like me,A little like me,A little like me,Somewhat like me
LT,Equal natural and human,2,Somewhat worried,Male,56,Advanced voc,Not like me,NA,Not like me,Somewhat like me,A little like me
LT,Mainly natural,3,Somewhat worried,Female,59,Advanced voc,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,Somewhat like me
LT,Equal natural and human,8,Very worried,Female,64,Advanced voc,A little like me,Somewhat like me,A little like me,Not at all like me,Like me
LT,Equal natural and human,9,Somewhat worried,Female,53,Higher tertiary,Not like me,A little like me,Like me,A little like me,Somewhat like me
LT,Mainly human,5,Not very worried,Female,57,Lower tertiary,Not like me,Somewhat like me,Like me,Not like me,Like me
LT,Mainly human,3,Somewhat worried,Female,70,Higher tertiary,A little like me,Like me,Somewhat like me,Like me,A little like me
LT,Natural processes,NA,Somewhat worried,Female,83,Lower upper sec,Not at all like me,Somewhat like me,NA,Not like me,Like me
LT,Mainly natural,Not at all,Not worried,Female,61,Advanced voc,Not like me,Like me,Like me,Somewhat like me,Like me
LT,NA,Not at all,Not very worried,Male,58,Lower upper sec,Not at all like me,NA,Very much like me,Not like me,A little like me
LT,Mainly human,A lot,Somewhat worried,Female,59,Advanced voc,A little like me,Somewhat like me,Not like me,A little like me,Like me
LT,Mainly human,5,Somewhat worried,Female,22,Higher tertiary,Like me,Like me,Not like me,Like me,Somewhat like me
LT,Equal natural and human,6,Not very worried,Male,66,Lower upper sec,Not like me,Like me,Very much like me,A little like me,Like me
LT,Mainly human,7,Extremely worried,Female,51,Advanced voc,Somewhat like me,Like me,A little like me,Like me,Like me
LT,Mainly human,1,Somewhat worried,Male,67,Other,Very much like me,Somewhat like me,Not like me,Like me,A little like me
LT,Equal natural and human,5,Somewhat worried,Male,62,Lower tertiary,Not at all like me,Very much like me,Very much like me,Not at all like me,Very much like me
LT,Equal natural and human,Not at all,Not very worried,Female,80,Advanced voc,Not like me,Very much like me,Very much like me,Like me,Very much like me
LT,Mainly human,8,Very worried,Female,56,Other,Not like me,Like me,Like me,A little like me,Very much like me
LT,Mainly human,3,Not very worried,Male,37,Lower tertiary,Like me,Somewhat like me,Like me,Like me,Like me
LT,Mainly natural,7,Somewhat worried,Male,45,Higher tertiary,Somewhat like me,Very much like me,Not like me,Somewhat like me,Very much like me
LT,Equal natural and human,5,Somewhat worried,Male,63,Lower upper sec,Not like me,Like me,Somewhat like me,Like me,Somewhat like me
LT,Equal natural and human,NA,Not very worried,Female,75,Other,A little like me,Like me,Like me,Very much like me,Like me
LT,Mainly human,8,Somewhat worried,Male,30,Higher tertiary,Somewhat like me,Very much like me,Not like me,Like me,Very much like me
LT,Mainly natural,8,Somewhat worried,Female,57,Lower upper sec,A little like me,A little like me,Very much like me,A little like me,Like me
LT,Mainly human,7,Very worried,Female,52,Higher tertiary,Like me,Like me,Like me,Like me,Like me
LT,Mainly human,8,Very worried,Male,81,Advanced voc,Not at all like me,Very much like me,Not like me,Like me,Very much like me
LT,Mainly natural,Not at all,Not worried,Male,54,Higher tertiary,Not at all like me,Like me,A little like me,Not like me,A little like me
LT,Entirely human,5,Not worried,Male,58,Lower tertiary,Like me,Somewhat like me,A little like me,Somewhat like me,Very much like me
LT,Mainly human,6,Very worried,Female,68,Other,Somewhat like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,A lot,Very worried,Female,40,Higher tertiary,Somewhat like me,Very much like me,Not like me,Not like me,Somewhat like me
LT,Mainly natural,2,Not worried,Male,57,Other,Like me,Not like me,Not at all like me,Not like me,Somewhat like me
LT,Natural processes,A lot,Very worried,Female,75,Higher tertiary,Not like me,Like me,Like me,NA,Very much like me
LT,Equal natural and human,8,Extremely worried,Female,44,Lower tertiary,Not like me,Very much like me,Very much like me,Not like me,Like me
LT,Mainly human,5,Somewhat worried,Female,60,Lower tertiary,Very much like me,Like me,A little like me,Like me,Very much like me
LT,Equal natural and human,Not at all,Not worried,Female,36,Lower tertiary,A little like me,Like me,Like me,Like me,Like me
LT,Entirely human,5,Very worried,Male,62,Higher tertiary,Not like me,Like me,Not like me,Not like me,Very much like me
LT,Equal natural and human,6,Somewhat worried,Male,17,Lower upper sec,Very much like me,Like me,Not like me,Like me,Like me
LT,Mainly human,9,Very worried,Male,32,Higher tertiary,Not like me,Like me,A little like me,Like me,A little like me
LT,Natural processes,A lot,Extremely worried,Female,73,Lower upper sec,Not at all like me,Not like me,Very much like me,Not at all like me,Like me
LT,Entirely human,4,Very worried,Female,55,Advanced voc,Like me,Very much like me,Somewhat like me,Like me,Like me
LT,Mainly natural,5,Somewhat worried,Male,39,Higher tertiary,Somewhat like me,Very much like me,Not like me,Somewhat like me,Very much like me
LT,Equal natural and human,5,Somewhat worried,Male,45,Higher tertiary,Like me,Somewhat like me,A little like me,Not like me,Like me
LT,NA,Not at all,Somewhat worried,Female,70,Upper upper sec,Not at all like me,A little like me,Very much like me,Not at all like me,A little like me
LT,Equal natural and human,4,Somewhat worried,Female,49,Lower tertiary,A little like me,Like me,Like me,Somewhat like me,Very much like me
LT,Mainly human,5,Not very worried,Female,60,Higher tertiary,Not like me,Somewhat like me,Very much like me,A little like me,Like me
LT,Entirely human,6,Very worried,Female,51,Advanced voc,Not like me,Like me,Like me,A little like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Female,40,Lower tertiary,Somewhat like me,Not like me,Very much like me,Like me,Like me
LT,NA,5,Somewhat worried,Female,59,Lower tertiary,Not like me,A little like me,Like me,Not like me,NA
LT,Equal natural and human,NA,Very worried,Male,46,Advanced voc,A little like me,Like me,Like me,Like me,Somewhat like me
LT,Equal natural and human,5,Somewhat worried,Male,42,Higher tertiary,Like me,Very much like me,Not like me,Very much like me,Very much like me
LT,Mainly natural,3,Somewhat worried,Female,69,Higher tertiary,A little like me,Somewhat like me,Like me,A little like me,Somewhat like me
LT,I don't think climate change is happening,NA,NA,Female,35,Higher tertiary,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,Very much like me
LT,Mainly human,8,Extremely worried,Male,52,Other,Somewhat like me,Like me,Somewhat like me,Like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,27,Higher tertiary,A little like me,Very much like me,Not at all like me,Somewhat like me,Very much like me
LT,Mainly natural,5,Somewhat worried,Female,32,Lower tertiary,Somewhat like me,Like me,Somewhat like me,A little like me,A little like me
LT,Mainly human,6,Somewhat worried,Female,40,Advanced voc,Somewhat like me,A little like me,A little like me,Like me,Somewhat like me
LT,Mainly human,A lot,Extremely worried,Female,56,Advanced voc,Not like me,Like me,Like me,Not like me,Like me
LT,Equal natural and human,6,Very worried,Male,56,Advanced voc,Not at all like me,A little like me,Somewhat like me,Somewhat like me,Like me
LT,Equal natural and human,4,Not very worried,Male,50,Advanced voc,Like me,A little like me,Not like me,Like me,Like me
LT,Mainly human,3,Not very worried,Female,37,Higher tertiary,Like me,Somewhat like me,Not like me,Like me,Somewhat like me
LT,Mainly human,A lot,Very worried,Female,54,Higher tertiary,Somewhat like me,Like me,Not like me,Somewhat like me,Like me
LT,Mainly human,7,Somewhat worried,Female,36,Lower upper sec,A little like me,Somewhat like me,Like me,Not like me,Like me
LT,Equal natural and human,8,Very worried,Female,68,Other,Not like me,Like me,Like me,Not like me,Like me
LT,Mainly human,8,Somewhat worried,Female,52,Lower tertiary,Somewhat like me,Like me,A little like me,A little like me,Like me
LT,Mainly natural,5,Not very worried,Female,74,Lower upper sec,Not like me,Very much like me,A little like me,Not at all like me,Like me
LT,Natural processes,Not at all,Not worried,Male,82,Advanced voc,Not like me,Like me,Like me,Not like me,Like me
LT,Mainly human,Not at all,Not worried,Female,59,Lower tertiary,A little like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me
LT,Equal natural and human,8,Not very worried,Female,39,Higher tertiary,Not like me,Very much like me,Like me,A little like me,Somewhat like me
LT,Mainly natural,NA,Somewhat worried,Female,82,Lower tertiary,NA,NA,A little like me,NA,Like me
LT,Equal natural and human,7,Very worried,Female,64,Higher tertiary,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
LT,Mainly natural,NA,Not worried,Male,69,Lower upper sec,Like me,Like me,A little like me,A little like me,Somewhat like me
LT,Natural processes,2,Not very worried,Male,35,Lower tertiary,Somewhat like me,Very much like me,A little like me,A little like me,A little like me
LT,Equal natural and human,7,Somewhat worried,Female,66,Lower tertiary,A little like me,Somewhat like me,Like me,Not like me,Like me
LT,Equal natural and human,7,Somewhat worried,Male,63,Lower upper sec,Like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me
LT,Mainly human,8,Very worried,Female,68,Advanced voc,Not at all like me,Like me,Like me,A little like me,Like me
LT,NA,8,Very worried,Female,64,Advanced voc,Not like me,Like me,Like me,Not like me,Very much like me
LT,Mainly human,1,Somewhat worried,Male,32,Higher tertiary,A little like me,Somewhat like me,Not at all like me,Like me,A little like me
LT,Mainly natural,2,Not very worried,Female,62,Lower tertiary,Not like me,Somewhat like me,A little like me,A little like me,Like me
LT,Equal natural and human,A lot,NA,Female,90,Higher tertiary,A little like me,Not like me,A little like me,A little like me,Like me
LT,Mainly natural,5,Somewhat worried,Male,34,Higher tertiary,Somewhat like me,Like me,A little like me,Somewhat like me,Very much like me
LT,Equal natural and human,A lot,Somewhat worried,Male,66,Lower tertiary,Not like me,Like me,Like me,Somewhat like me,Like me
LT,Equal natural and human,5,Somewhat worried,Female,32,Higher tertiary,Not like me,Like me,Not like me,Like me,Somewhat like me
LT,Mainly human,8,Very worried,Male,45,Higher tertiary,Not like me,Very much like me,A little like me,A little like me,Like me
LT,Equal natural and human,5,Somewhat worried,Male,48,Other,Like me,Very much like me,Not like me,Somewhat like me,Very much like me
LT,Equal natural and human,8,Very worried,Female,44,Advanced voc,Like me,Like me,Like me,Somewhat like me,Like me
LT,Entirely human,8,Very worried,Male,47,Lower tertiary,Not like me,Somewhat like me,Like me,Not like me,Like me
LT,Mainly natural,4,Not very worried,Female,45,Advanced voc,A little like me,Like me,Like me,Like me,Very much like me
LT,Equal natural and human,2,Not very worried,Female,49,Advanced voc,A little like me,Like me,A little like me,A little like me,Like me
LT,Equal natural and human,1,Somewhat worried,Female,26,Higher tertiary,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,Not like me
LT,Mainly human,Not at all,Somewhat worried,Male,38,Lower tertiary,Not like me,A little like me,A little like me,A little like me,A little like me
LT,Equal natural and human,5,Somewhat worried,Female,58,Advanced voc,A little like me,Very much like me,A little like me,A little like me,Very much like me
